"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2023-09-20 ~ 2024-09-19"
"실거래구분 : 아파트(매매)"
"주소구분 : 도로명주소"
"시도 : 인천광역시"
"시군구 : 부평구"
"도로명 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"3205","인천광역시 부평구 십정동","607","0607","0000","동암신동아","130.8000","202401","20","45,500","108","10","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","24.05.03"
"3206","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202401","20","19,500","205","3","개인","개인","2000","부평북로 432","-","중개거래","인천 부평구","24.02.19"
"3207","인천광역시 부평구 삼산동","170-1","0170","0001","삼산벽산블루밍","84.3175","202401","20","38,000","106","4","개인","개인","2005","후정동로 12","-","중개거래","인천 부평구","24.02.20"
"3208","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","59.9730","202401","20","47,400","105","25","개인","개인","2010","부일로 69","-","중개거래","인천 부평구","24.02.19"
"3209","인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","39.4800","202401","20","16,500","3","2","개인","개인","1989","충선로 191","-","중개거래","인천 부평구","24.02.26"
"3210","인천광역시 부평구 부개동","500-1","0500","0001","주공5","59.9900","202401","20","31,500","505","17","개인","개인","1998","부개로 11","-","중개거래","인천 부평구","24.03.08"
"3211","인천광역시 부평구 일신동","409","0409","0000","풍림아파트(101동~110동)","72.8120","202401","20","29,500","105","8","개인","개인","1995","일신로14번길 23","-","중개거래","인천 부평구","24.03.15"
"3212","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","59.8800","202401","20","29,900","201","11","개인","개인","1999","원적로 361","-","중개거래","인천 부평구","24.03.29"
"3213","인천광역시 부평구 갈산동","362","0362","0000","하나","84.7500","202401","20","32,700","102","3","개인","개인","1992","갈월서로 45","-","중개거래","인천 부평구","24.02.28"
"3214","인천광역시 부평구 산곡동","294-35","0294","0035","우성3차(294-35)","108.9500","202401","20","38,000","113","13","개인","개인","1990","부영로 165","-","중개거래","인천 부평구","24.02.14"
"3215","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","59.8167","202401","20","39,500","105","18","개인","개인","2007","원적로 344","-","중개거래","경기 성남시분당구, 인천 부평구","24.07.01"
"3216","인천광역시 부평구 삼산동","454-13","0454","0013","삼산타운6단지","84.0700","202401","20","62,500","605","17","개인","개인","2004","체육관로 57","-","중개거래","인천 부평구, 인천 서구","24.03.13"
"3217","인천광역시 부평구 부평동","161-4","0161","0004","다인팰리스","55.1200","202401","20","27,800","-","14","개인","법인","2020","장제로 48","-","중개거래","인천 부평구","24.03.29"
"3218","인천광역시 부평구 부평동","377-16","0377","0016","로뎀레뷰(377-16)","44.8400","202401","20","15,000","-","9","개인","개인","2014","부흥북로72번길 5","-","중개거래","경기 부천시 소사구","24.04.05"
"3219","인천광역시 부평구 일신동","409","0409","0000","풍림아파트(101동~110동)","84.9770","202401","20","37,500","102","14","개인","개인","1995","일신로14번길 23","-","중개거래","인천 부평구","24.04.19"
"3220","인천광역시 부평구 십정동","607","0607","0000","동암신동아","84.9400","202401","20","34,500","115","3","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","24.03.15"
"3221","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.3400","202401","20","35,700","제114","25","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.06.14"
"3222","인천광역시 부평구 부평동","377-16","0377","0016","로뎀레뷰(377-16)","44.8400","202401","20","15,000","-","9","개인","개인","2014","부흥북로72번길 5","20240405","중개거래","경기 부천시소사구","-"
"3223","인천광역시 부평구 삼산동","387-2","0387","0002","삼산주공미래타운1차","59.3900","202401","20","27,300","104","10","개인","개인","2000","부평북로 431","-","중개거래","경기 부천시원미구, 인천 부평구","24.02.19"
"3224","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.8500","202401","20","45,000","302","15","개인","개인","1998","안남로 272","-","중개거래","인천 계양구, 인천 부평구","24.03.29"
"3225","인천광역시 부평구 구산동","360","0360","0000","부평자이","84.7461","202401","19","40,000","106","7","개인","개인","2006","일신로 120","-","중개거래","인천 부평구","24.04.18"
"3226","인천광역시 부평구 부평동","161-4","0161","0004","다인팰리스","55.1200","202401","19","28,300","-","15","개인","법인","2020","장제로 48","-","중개거래","경기 부천시원미구","24.02.21"
"3227","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202401","19","31,000","105","9","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","24.03.27"
"3228","인천광역시 부평구 산곡동","145","0145","0000","경남3차","84.8700","202401","19","31,500","306","12","개인","개인","1992","마장로272번길 76","-","중개거래","경기 부천시소사구, 인천 부평구","24.04.08"
"3229","인천광역시 부평구 십정동","607","0607","0000","동암신동아","84.9400","202401","19","33,000","107","5","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","24.03.15"
"3230","인천광역시 부평구 십정동","642","0642","0000","힐스테이트부평","84.9900","202401","19","58,900","101동","19","개인","개인","2023","경원대로 1192","-","중개거래","인천 부평구","24.01.31"
"3231","인천광역시 부평구 부평동","70-78","0070","0078","창보","59.9000","202401","19","24,500","101","16","개인","개인","1999","부영로166번길 16","-","중개거래","인천 부평구","24.03.13"
"3232","인천광역시 부평구 십정동","607","0607","0000","동암신동아","59.8000","202401","19","22,800","106","1","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","24.03.15"
"3233","인천광역시 부평구 십정동","617","0617","0000","브라운스톤백운","84.9324","202401","19","42,000","101","11","개인","개인","2014","마장로 43-20","-","중개거래","인천 부평구","24.04.08"
"3234","인천광역시 부평구 삼산동","550","0550","0000","부평삼산신원아침도시","59.9889","202401","19","37,000","103","16","개인","개인","2023","후정로 33","-","중개거래","인천 부평구","24.03.08"
"3235","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.3400","202401","18","31,500","제122","1","개인","법인","1998","세월천로 16","-","중개거래","인천 부평구","24.03.19"
"3236","인천광역시 부평구 십정동","216","0216","0000","백영","60.0000","202401","18","14,800","1","21","개인","개인","1997","경원대로 1086","-","중개거래","인천 부평구","24.03.29"
"3237","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","59.8200","202401","18","36,500","15","6","개인","개인","1996","부흥로 246","-","중개거래","인천 부평구","24.03.05"
"3238","인천광역시 부평구 삼산동","453-1","0453","0001","삼산타운7단지","84.0700","202401","18","61,500","706","8","개인","개인","2004","체육관로 27","-","중개거래","인천 부평구","24.04.03"
"3239","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","59.9900","202401","18","43,400","115","9","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","24.05.17"
"3240","인천광역시 부평구 부평동","610-17","0610","0017","해마루아파트","67.0500","202401","18","32,000","-","8","개인","개인","2009","장제로 27","-","중개거래","인천 부평구","24.03.12"
"3241","인천광역시 부평구 청천동","192","0192","0000","우림필유(192-0)","77.6655","202401","18","29,000","101","24","개인","개인","2005","세월천로25번길 43","-","중개거래","인천 부평구","24.04.12"
"3242","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202401","18","30,100","104","11","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","24.03.29"
"3243","인천광역시 부평구 부개동","500-1","0500","0001","주공5","59.9900","202401","18","32,000","501","5","개인","개인","1998","부개로 11","-","중개거래","인천 부평구","24.04.30"
"3244","인천광역시 부평구 삼산동","390-6","0390","0006","삼산주공미래타운3차","59.3900","202401","18","25,900","311","8","개인","개인","2000","부평북로 463","-","중개거래","경기 부천시원미구","24.03.29"
"3245","인천광역시 부평구 구산동","360","0360","0000","부평자이","84.7461","202401","18","40,900","109","13","개인","개인","2006","일신로 120","-","중개거래","인천 부평구","24.03.21"
"3246","인천광역시 부평구 일신동","409","0409","0000","풍림아파트(101동~110동)","84.9770","202401","18","36,300","106","6","개인","개인","1995","일신로14번길 23","-","중개거래","인천 부평구","24.04.03"
"3247","인천광역시 부평구 일신동","410","0410","0000","일신주공아파트(100~112동)","59.9800","202401","18","25,300","111","12","개인","개인","1995","경인로1118번길 67","-","중개거래","인천 부평구","24.04.03"
"3248","인천광역시 부평구 십정동","182-95","0182","0095","대주파크빌","59.7260","202401","18","26,000","101","15","개인","개인","2001","마장로 49","-","중개거래","인천 부평구","24.04.19"
"3249","인천광역시 부평구 산곡동","307","0307","0000","현대1차","84.9600","202401","18","37,780","115","8","개인","개인","1986","경원대로 1269","-","중개거래","인천 부평구","24.03.29"
"3250","인천광역시 부평구 산곡동","124-23","0124","0023","한화1단지","84.3700","202401","18","35,500","103","7","개인","개인","1997","원적로 361","-","중개거래","인천 부평구","24.03.14"
"3251","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","59.9600","202401","18","41,000","101","6","개인","개인","2022","원적로287번길 25","-","직거래","-","24.01.18"
"3252","인천광역시 부평구 산곡동","63-58","0063","0058","인우","61.9200","202401","17","13,900","가동","3","개인","개인","1984","세월천로81번길 20","-","중개거래","인천 부평구","24.04.16"
"3253","인천광역시 부평구 산곡동","124-1","0124","0001","현대(124-1)","84.9900","202401","17","32,800","제507동","6","개인","개인","1993","안남로 260","-","중개거래","인천 부평구","24.04.30"
"3254","인천광역시 부평구 삼산동","445-5","0445","0005","삼산타운2단지","84.9800","202401","17","49,000","203","4","개인","개인","2005","수변로 333","-","중개거래","인천 부평구","24.03.05"
"3255","인천광역시 부평구 일신동","410","0410","0000","일신주공아파트(100~112동)","59.9800","202401","17","22,400","-","12","개인","개인","1995","항동로75번길 11","20240221","중개거래","인천 부평구","-"
"3256","인천광역시 부평구 청천동","16-8","0016","0008","청천","47.4000","202401","17","20,000","C","1","개인","개인","1978","청중로51번길 4","-","중개거래","인천 부평구","24.02.28"
"3257","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","76.7400","202401","17","45,000","25","4","개인","개인","1988","부평문화로 37","-","중개거래","인천 부평구","24.03.18"
"3258","인천광역시 부평구 삼산동","389-8","0389","0008","삼산주공미래타운4차","49.5700","202401","17","21,000","403","4","개인","개인","2000","영성중로 57","-","중개거래","인천 부평구","24.04.29"
"3259","인천광역시 부평구 삼산동","387-2","0387","0002","삼산주공미래타운1차","59.3900","202401","17","26,000","107","5","개인","개인","2000","부평북로 431","-","중개거래","인천 부평구","24.02.19"
"3260","인천광역시 부평구 부개동","497-1","0497","0001","상우신명보람","111.4100","202401","17","58,000","102","5","개인","개인","1999","길주남로 175","-","중개거래","인천 부평구","24.02.07"
"3261","인천광역시 부평구 부개동","494","0494","0000","성일","58.9800","202401","17","23,500","301","8","개인","개인","1990","수변로52번길 6","-","중개거래","인천 부평구","24.02.16"
"3262","인천광역시 부평구 삼산동","390-6","0390","0006","삼산주공미래타운3차","59.3900","202401","16","27,700","311","16","개인","개인","2000","부평북로 463","-","중개거래","인천 부평구","24.03.29"
"3263","인천광역시 부평구 갈산동","362","0362","0000","동남","84.5100","202401","16","38,000","제2","10","개인","개인","1992","갈월서로 27","-","중개거래","인천 부평구","24.02.20"
"3264","인천광역시 부평구 갈산동","369","0369","0000","한국1,동아,팬더","84.3600","202401","16","35,800","1","12","개인","개인","1993","갈월동로 42","-","중개거래","인천 부평구","24.02.05"
"3265","인천광역시 부평구 삼산동","387-2","0387","0002","삼산주공미래타운1차","59.3900","202401","16","24,000","104","20","개인","개인","2000","부평북로 431","-","중개거래","인천 부평구","24.03.08"
"3266","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.8300","202401","16","28,750","104","1","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","24.02.27"
"3267","인천광역시 부평구 부평동","995","0995","0000","부평역화성파크드림","59.9300","202401","16","46,600","101동","10","개인","개인","2020","동수로 80","-","중개거래","인천 부평구","24.03.11"
"3268","인천광역시 부평구 일신동","409","0409","0000","풍림아파트(101동~110동)","84.9770","202401","16","33,750","110","3","개인","개인","1995","일신로14번길 23","-","중개거래","인천 부평구","24.02.29"
"3269","인천광역시 부평구 산곡동","370-399","0370","0399","현대3차","71.0250","202401","16","27,500","313","9","개인","개인","1990","마장로 121","-","중개거래","인천 부평구, 인천 서구","24.04.15"
"3270","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","59.8800","202401","16","32,400","206","16","개인","개인","1999","원적로 361","-","중개거래","인천 부평구","24.02.16"
"3271","인천광역시 부평구 산곡동","137-3","0137","0003","한신(137-3)","64.3400","202401","16","20,000","101","12","개인","개인","1985","원적로416번길 20","-","중개거래","인천 부평구","24.03.28"
"3272","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","84.7400","202401","16","58,500","105","11","개인","개인","2022","원적로287번길 25","-","중개거래","인천 부평구","24.04.08"
"3273","인천광역시 부평구 부개동","308-5","0308","0005","현대","59.3100","202401","16","23,400","102","7","개인","개인","1993","경인로1083번길 32","-","중개거래","인천 부평구","24.04.19"
"3274","인천광역시 부평구 부개동","308-5","0308","0005","현대","59.3100","202401","16","23,400","-","7","개인","개인","1993","경인로1083번길 32","20240419","중개거래","인천 부평구","-"
"3275","인천광역시 부평구 부개동","65-1","0065","0001","비둘기","51.4000","202401","16","19,000","-","2","개인","개인","1982","부흥로385번길 30","20240221","중개거래","인천 부평구","-"
"3276","인천광역시 부평구 부개동","296-2","0296","0002","리노빌","59.7965","202401","16","27,300","-","8","개인","개인","2003","수변로9번길 10","-","중개거래","인천 부평구","24.04.02"
"3277","인천광역시 부평구 부개동","520","0520","0000","부평코오롱하늘채","59.8430","202401","16","48,800","103","26","개인","개인","2020","동수천로 117","-","중개거래","인천 부평구","24.03.04"
"3278","인천광역시 부평구 청천동","300","0300","0000","삼익","52.3800","202401","16","20,800","2","10","개인","개인","1986","부평대로167번길 43","-","중개거래","인천 부평구","24.04.22"
"3279","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","133.7100","202401","16","54,000","제101","1","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.03.13"
"3280","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.3400","202401","16","32,000","제114","1","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.05.16"
"3281","인천광역시 부평구 부개동","500-1","0500","0001","주공5","59.9900","202401","15","30,000","507","16","개인","개인","1998","부개로 11","-","중개거래","인천 부평구","24.01.30"
"3282","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202401","15","18,100","205","1","개인","개인","2000","부평북로 432","-","중개거래","인천 부평구","24.02.20"
"3283","인천광역시 부평구 삼산동","454-13","0454","0013","삼산타운6단지","84.0700","202401","15","61,000","608","14","개인","개인","2004","체육관로 57","-","중개거래","인천 계양구, 인천 부평구","24.03.20"
"3284","인천광역시 부평구 갈산동","369","0369","0000","한국1,동아,팬더","84.3600","202401","15","35,400","1","14","개인","개인","1993","갈월동로 42","-","중개거래","인천 부평구","24.03.11"
"3285","인천광역시 부평구 갈산동","416","0416","0000","태화(416)","59.9300","202401","15","20,500","제105","5","개인","개인","1994","부평북로 313","-","중개거래","인천 부평구","24.02.19"
"3286","인천광역시 부평구 갈산동","362","0362","0000","동남","84.5100","202401","15","34,000","제2","8","개인","개인","1992","갈월서로 27","-","중개거래","경기 부천시원미구, 인천 부평구","24.04.30"
"3287","인천광역시 부평구 갈산동","361-4","0361","0004","대동1","106.6200","202401","15","40,700","101","14","개인","개인","1992","주부토로 193","-","중개거래","인천 부평구","24.04.26"
"3288","인천광역시 부평구 부개동","525","0525","0000","부개역코오롱하늘채","59.9611","202401","15","51,000","103","8","개인","개인","2021","부평문화로 216","-","중개거래","인천 부평구","24.04.30"
"3289","인천광역시 부평구 부개동","496-2","0496","0002","부개주공1","59.9300","202401","15","31,800","101","8","개인","개인","1996","길주남로 143","-","중개거래","인천 부평구","24.02.16"
"3290","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","59.9300","202401","15","27,300","305","12","개인","개인","1996","길주남로 144","-","중개거래","인천 부평구","24.03.05"
"3291","인천광역시 부평구 산곡동","30-10","0030","0010","삼도","49.3800","202401","15","40,050","나","4","개인","개인","1988","산청로 31","-","중개거래","인천 부평구","24.01.31"
"3292","인천광역시 부평구 산곡동","294-35","0294","0035","우성1차2차(294-35)","73.9600","202401","15","29,000","110","15","개인","개인","1989","부영로 165","-","중개거래","인천 부평구","24.03.08"
"3293","인천광역시 부평구 산곡동","370-399","0370","0399","현대3차","71.0200","202401","15","27,000","303","10","개인","개인","1990","마장로 121","-","중개거래","인천 부평구","24.01.26"
"3294","인천광역시 부평구 부평동","938","0938","0000","부평LH2단지","59.8900","202401","15","33,500","202","2","개인","개인","2012","동수로120번길 43","-","중개거래","인천 부평구","24.02.23"
"3295","인천광역시 부평구 청천동","453","0453","0000","청천우민늘푸른아파트","59.6518","202401","15","30,900","102동","16","개인","개인","2020","평천로141번길 11","-","중개거래","인천 미추홀구 인천 부평구","24.02.01"
"3296","인천광역시 부평구 청천동","453","0453","0000","청천우민늘푸른아파트","59.4568","202401","15","27,500","104동","3","개인","개인","2020","평천로141번길 11","-","중개거래","인천 부평구","24.02.16"
"3297","인천광역시 부평구 부평동","115-9","0115","0009","부평센트레빌","36.7500","202401","15","24,000","부평센트레빌","13","개인","개인","2013","부흥로 361","-","직거래","-","24.02.01"
"3298","인천광역시 부평구 부평동","518-1","0518","0001","스위트홈1동","42.5700","202401","15","21,000","스위트홈1","5","개인","개인","2015","장제로 100","-","직거래","-","24.01.15"
"3299","인천광역시 부평구 삼산동","500","0500","0000","임광그대가","84.9100","202401","15","39,000","103","1","개인","개인","2008","영성서로 10","-","중개거래","인천 부평구","24.05.30"
"3300","인천광역시 부평구 산곡동","274","0274","0000","경남2차","84.4300","202401","14","30,000","204","1","개인","개인","1991","안남로222번길 30","-","중개거래","인천 부평구","24.01.17"
"3301","인천광역시 부평구 갈산동","361-3","0361","0003","대동2","58.3200","202401","14","25,500","201","8","개인","개인","1993","주부토로 201","-","중개거래","인천 부평구","24.03.07"
"3302","인천광역시 부평구 갈산동","361-3","0361","0003","대동2","84.6000","202401","14","31,900","204","18","개인","법인","1993","주부토로 201","-","중개거래","인천 부평구","24.04.22"
"3303","인천광역시 부평구 청천동","390-5","0390","0005","무지개","59.9200","202401","14","18,500","2","11","개인","개인","1993","부평북로 123","-","중개거래","인천 부평구","24.02.29"
"3304","인천광역시 부평구 부평동","947","0947","0000","래미안부평","114.9240","202401","14","70,500","110","6","개인","개인","2014","길주남로10번길 21","-","중개거래","인천 부평구","24.06.28"
"3305","인천광역시 부평구 부평동","947","0947","0000","래미안부평","59.9230","202401","14","48,000","105","7","개인","개인","2014","길주남로10번길 21","-","중개거래","인천 부평구","24.03.11"
"3306","인천광역시 부평구 부평동","947","0947","0000","래미안부평","59.9230","202401","14","47,500","105","17","개인","개인","2014","길주남로10번길 21","-","중개거래","인천 부평구","24.03.06"
"3307","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202401","14","21,950","205","17","개인","개인","2000","부평북로 432","-","중개거래","인천 부평구","24.02.20"
"3308","인천광역시 부평구 산곡동","274","0274","0000","경남2차","84.4300","202401","14","27,000","202","1","개인","개인","1991","안남로222번길 30","-","중개거래","인천 부평구","24.02.26"
"3309","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202401","13","34,000","204","21","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","24.04.30"
"3310","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","46.3100","202401","13","22,500","106","19","개인","개인","2005","이규보로61번길 21","-","중개거래","인천 부평구","24.03.08"
"3311","인천광역시 부평구 삼산동","40-1","0040","0001","현대","84.5600","202401","13","29,500","101","13","개인","개인","1995","부평북로 407","-","중개거래","인천 부평구","24.03.15"
"3312","인천광역시 부평구 삼산동","390-6","0390","0006","삼산주공미래타운3차","59.3900","202401","13","22,000","-","1","개인","개인","2000","부평북로 463","20240304","중개거래","인천 부평구","-"
"3313","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202401","13","18,000","202","2","개인","개인","2000","부평북로 432","-","중개거래","인천 부평구","24.02.07"
"3314","인천광역시 부평구 부개동","502-8","0502","0008","부개주공7단지","59.8000","202401","13","31,700","703","9","개인","개인","1998","동수천로 118","-","중개거래","인천 부평구","24.05.10"
"3315","인천광역시 부평구 부개동","502-8","0502","0008","부개주공7단지","59.9900","202401","13","31,000","710","2","개인","개인","1998","동수천로 118","-","중개거래","인천 부평구","24.03.12"
"3316","인천광역시 부평구 부개동","500-1","0500","0001","주공5","59.9900","202401","13","30,000","502","5","개인","개인","1998","부개로 11","-","중개거래","경기 부천원미구","24.01.26"
"3317","인천광역시 부평구 부개동","496-2","0496","0002","부개주공1","59.5600","202401","13","33,000","108","15","개인","개인","1996","길주남로 143","-","중개거래","인천 부평구","24.01.30"
"3318","인천광역시 부평구 부개동","251-2","0251","0002","동원","56.7300","202401","13","15,000","제1","1","개인","개인","1991","동수로128번길 26","-","중개거래","인천 부평구","24.03.21"
"3319","인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","39.4800","202401","13","16,300","2","13","개인","개인","1989","충선로 191","-","중개거래","인천 부평구","24.03.29"
"3320","인천광역시 부평구 갈산동","171","0171","0000","부평지웰에스테이트","59.9900","202401","13","38,000","103동","11","개인","개인","2021","주부토로249번길 17","-","중개거래","인천 부평구","24.03.20"
"3321","인천광역시 부평구 갈산동","362","0362","0000","동남","84.5100","202401","13","36,700","제2","6","개인","개인","1992","갈월서로 27","-","중개거래","인천 부평구","24.03.29"
"3322","인천광역시 부평구 산곡동","311-126","0311","0126","현대2차","72.5400","202401","13","31,500","210","14","개인","개인","1989","안남로 91","-","중개거래","인천 부평구","24.02.07"
"3323","인천광역시 부평구 산곡동","307","0307","0000","현대1차","131.1600","202401","13","50,400","104","13","개인","개인","1986","경원대로 1269","-","중개거래","인천 부평구","24.03.28"
"3324","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","59.8800","202401","13","32,000","206","6","개인","개인","1999","원적로 361","-","중개거래","인천 부평구","24.03.06"
"3325","인천광역시 부평구 산곡동","274","0274","0000","경남2차","59.7200","202401","13","24,700","203","9","개인","개인","1991","안남로222번길 30","-","중개거래","인천 부평구","24.03.27"
"3326","인천광역시 부평구 산곡동","534","0534","0000","부평두산위브더파크","74.8559","202401","13","51,000","101동","16","개인","개인","2022","마곡로 14","-","중개거래","인천 부평구","24.02.22"
"3327","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","59.9600","202401","13","44,000","101","14","개인","개인","2022","원적로287번길 25","-","중개거래","인천 부평구","24.04.08"
"3328","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","59.8167","202401","13","38,900","209","7","개인","개인","2007","원적로 344","-","중개거래","인천 부평구","24.03.28"
"3329","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202401","13","27,500","304","2","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","24.03.27"
"3330","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","59.3600","202401","13","26,800","제108","5","개인","개인","1998","세월천로 16","-","중개거래","인천 서구","24.02.23"
"3331","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.9400","202401","13","34,700","제123","20","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.03.11"
"3332","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","59.3600","202401","13","28,000","제121","13","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.03.15"
"3333","인천광역시 부평구 청천동","259","0259","0000","쌍용","84.8700","202401","13","34,140","4","13","개인","개인","1990","길주로494번길 12","-","중개거래","인천 부평구","24.02.27"
"3334","인천광역시 부평구 부평동","546-43","0546","0043","포커스뷰","49.1000","202401","13","25,000","-","7","개인","개인","2016","경원대로1377번길 29-7","20240202","중개거래","경기 부천원미구","-"
"3335","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","50.1550","202401","13","20,400","10","8","개인","개인","1989","부영로 196","-","중개거래","인천 부평구","24.03.14"
"3336","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","76.3880","202401","13","31,800","3","5","개인","개인","1989","부영로 196","-","중개거래","인천 부평구","24.05.10"
"3337","인천광역시 부평구 부개동","442-3","0442","0003","한국","72.5300","202401","13","24,600","105","8","개인","개인","1992","동수로120번길 11","-","중개거래","경기 부천시원미구, 인천 부평구","24.03.29"
"3338","인천광역시 부평구 부개동","500-1","0500","0001","주공5","59.9400","202401","12","27,000","502","15","개인","개인","1998","부개로 11","-","중개거래","인천 부평구","24.03.11"
"3339","인천광역시 부평구 갈산동","362","0362","0000","동남","84.7500","202401","12","35,500","제1","3","개인","개인","1992","갈월서로 27","-","중개거래","인천 부평구","24.02.27"
"3340","인천광역시 부평구 부개동","499-2","0499","0002","푸른마을한신,삼부","99.9350","202401","12","57,000","112","2","개인","개인","1999","부개로 58","-","중개거래","경기 부천시원미구, 인천 부평구","24.02.16"
"3341","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","59.3600","202401","12","27,000","제118","19","개인","개인","1998","세월천로 16","-","중개거래","서울 강서구, 인천 부평구","24.02.26"
"3342","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.3400","202401","12","35,000","제102","19","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.02.26"
"3343","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","52.4300","202401","12","34,800","7","5","개인","개인","1986","부평문화로 37","-","중개거래","인천 부평구","24.01.17"
"3344","인천광역시 부평구 갈산동","362","0362","0000","하나","84.7500","202401","12","33,200","제104동","1","개인","법인","1992","갈월서로 45","-","직거래","-","24.03.05"
"3345","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202401","11","19,500","205","16","개인","개인","2000","부평북로 432","-","중개거래","인천 부평구","24.02.20"
"3346","인천광역시 부평구 산곡동","124-1","0124","0001","현대(124-1)","84.9900","202401","11","35,000","제502동","4","개인","개인","1993","안남로 260","-","중개거래","인천 부평구","24.02.22"
"3347","인천광역시 부평구 삼산동","448-1","0448","0001","신성미소지움3단지","101.1500","202401","11","63,000","302","2","개인","개인","2005","수변로 334","-","직거래","-","24.01.12"
"3348","인천광역시 부평구 갈산동","359","0359","0000","주공1단지","44.9400","202401","11","18,000","107","8","개인","개인","1992","굴포로 81","-","직거래","-","24.01.26"
"3349","인천광역시 부평구 부평동","507-2","0507","0002","M-City","19.3900","202401","11","7,300","M-City","11","개인","개인","2014","장제로 62","-","중개거래","인천 부평구","24.02.22"
"3350","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202401","11","32,500","201","5","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","24.02.21"
